,geneid,chr,left,right,symbol,synonyms
10873,ILMN_1756696,19,40451736,40462558,USF2,FIP
10878,ILMN_1756755,15,75692576,75692625,LRRN6A,LRRN6A; MGC17422; UNQ201; FLJ14594; LERN1
10883,ILMN_1756806,1,148813661,148818760,MCL1,MCL1L; MGC104264; MGC1839; TM; MCL1S; EAT
10885,ILMN_1756811,1,111291336,111308089,C1orf103,RIF1; FLJ11269; RP11-96K19.1
10891,ILMN_1756874,1,16449147,16551535,FBXO42,Fbx42; KIAA1332
10896,ILMN_1756920,1,153290386,153301876,ADAM15,MDC15
10903,ILMN_1756989,1,22762591,22802674,EPHA8,HEK3; KIAA1459; EEK
10904,ILMN_1756992,1,153424924,153429330,MUC1,mucin; PEMT; PUM; PEM; EMA; H23AG; MAM6; CD227
10909,ILMN_1757052,1,113255997,113300498,SLC16A1,MCT; MGC44475; MCT1
10919,ILMN_1757130,1,241718158,242080053,AKT3,PRKBG; PKBG; DKFZP434N0250; RAC-gamma; RAC-PK-gamma; STK-2
10921,ILMN_1757134,19,18168148,18168197,FKSG24,MGC110861; MGC12972
10929,ILMN_1757210,15,66270098,66285502,CALML4,NY-BR-20; MGC4809
10937,ILMN_1757287,15,50098727,50145751,MAPK6,HsT17250; PRKM6; p97MAPK; ERK3; DKFZp686F03189
10938,ILMN_1757288,1,203572271,203592789,KLHDC8A,FLJ10748
10944,ILMN_1757343,1,39799075,39815049,PABPC4,PABP4; iPABP; APP-1; APP1
10947,ILMN_1757351,1,151696844,151699761,S100A7,PSOR1; S100A7c
10954,ILMN_1757388,19,17200850,17200899,FLJ22709,S863-9; FLJ22709; FWP009
10956,ILMN_1757408,19,63144018,63150889,ZNF256,BMZF-3; BMZF3
10958,ILMN_1757415,1,52925102,52936626,C1orf163,FLJ12439
10967,ILMN_1757521,19,50501512,50517974,CKM,CKMM; M-CK
10972,ILMN_1757569,19,47426182,47438591,GSK3A,DKFZp686D0638
10981,ILMN_1757660,19,5862386,5866887,CAPS,MGC126562; CAPS1
10986,ILMN_1757747,19,55706681,55706730,LOC554235,
10988,ILMN_1757757,19,19236174,19245074,TM6SF2,KIAA1926
10993,ILMN_1757825,19,49195236,49209912,ZNF230,FDZF2
11001,ILMN_1757914,19,12639930,12639979,PTD008,PTD008
11006,ILMN_1758008,15,73803374,73807082,ODF3L1,MGC48986
11009,ILMN_1758039,21,30665580,30666446,KRTAP13-2,KAP13-2
11010,ILMN_1758049,1,61103519,61694617,NFIA,KIAA1439; NFI-L; DKFZp434L0422
11011,ILMN_1758055,19,43487584,43498446,YIF1B,FinGER8
11012,ILMN_1758066,21,38415437,38450475,DSCR8,MTAG2; C21orf65; MMA-1
11013,ILMN_1758067,1,161305559,161313216,RGS4,MGC60244; SCZD9; MGC2124; RGP4
11019,ILMN_1758105,19,12601222,12601271,FLJ90396,MGC126179; FLJ90396; MGC126180
11021,ILMN_1758129,1,245941754,245942680,OR6F1,OR1-38; OR1-34; OST731
11025,ILMN_1758209,15,68733949,68842904,UACA,MGC141967; FLJ10128; NUCLING; MGC141969; KIAA1561
11028,ILMN_1758229,1,178432876,178432925,QSCN6,QSCN6; FLJ34858; Q6; QSOX1
11041,ILMN_1758356,1,245721053,245722015,OR2W5,OST722; OR2W5P
11045,ILMN_1758398,1,226394286,226403308,GUK1,GMK
11051,ILMN_1758461,15,90738144,90812962,ST8SIA2,MGC116857; HsT19690; ST8SIA-II; SIAT8B; MGC116854; STX
11052,ILMN_1758497,19,59618417,59639892,TTYH1,
11057,ILMN_1758548,1,196392744,196558173,NEK7,
11059,ILMN_1758599,1,178051810,178051859,C1orf76,MGC16664; RP11-12M5.2; NDSP
11064,ILMN_1758629,21,33869653,33882884,DONSON,B17; C21orf60; DKFZP434M035
11065,ILMN_1758633,19,13735045,13735094,MGC10471,MGC10471
11075,ILMN_1758731,1,60131571,60165050,CYP2J2,CPJ2
11076,ILMN_1758735,19,58993401,58993450,NALP12,PAN6; Monarch1; RNO; PYPAF7; NALP12; CLR19.3; RNO2
11081,ILMN_1758806,21,44574201,44583713,C21orf2,A2; YF5
11092,ILMN_1758871,1,57233039,58488763,DAB1,
11093,ILMN_1758888,1,17448180,17483315,PADI3,PDI3
11094,ILMN_1758895,1,149035311,149047436,CTSK,CTSO2; CTSO; CTSO1; PKND; CTS02; PYCD; MGC23107
11111,ILMN_1759097,1,149298503,149307593,MLLT11,AF1Q; RP11-316M1.10
11116,ILMN_1759175,1,219941389,219982084,DUSP10,MKP-5; MKP5
11117,ILMN_1759184,19,55992778,55992827,MGC13170,MGC13170
11127,ILMN_1759312,1,115017240,115039762,AMPD1,MADA; MAD
11131,ILMN_1759341,19,12618322,12638828,MAN2B1,LAMAN; MANB
11133,ILMN_1759419,19,15086789,15097577,ILVBL,FLJ39061; 209L8; AHAS; MGC19535; MGC1269; ILV2H
11135,ILMN_1759436,19,54750782,54775625,NOSIP,CGI-25
11138,ILMN_1759464,1,229540305,229556611,C1orf124,DKFZP547N043; PRO4323; DDDL1880; dJ876B10.3; RP5-876B10.3
11142,ILMN_1759488,1,219941389,219982084,DUSP10,MKP-5; MKP5
11146,ILMN_1759542,1,71090624,71286079,PTGER3,EP3-III; EP3-II; EP3e; MGC27302; EP3-I; EP3; EP3-IV
11155,ILMN_1759652,1,154640675,154665995,C1orf61,CROC4; RP11-139I14.3; FLJ38303
11162,ILMN_1759766,19,7895372,7897051,CTXN1,CTXN; FLJ25968
11166,ILMN_1759801,15,63525051,63597088,DPP8,FLJ20283; MGC26191; FLJ14920; MSTP141
11173,ILMN_1759952,1,109745997,109770589,PSMA5,ZETA; MGC117302; MGC125802; PSC5; MGC125804; MGC125803
11178,ILMN_1759983,1,93584066,93600732,DR1,NC2-BETA; NC2
11188,ILMN_1760062,1,78888104,78902345,IFI44,p44; MTAP44
11189,ILMN_1760065,1,246856102,246857052,OR2T11,OR2T11Q
11193,ILMN_1760121,1,39077608,39097927,RRAGC,FLJ13311; GTR2; RAGC
11199,ILMN_1760201,19,10105023,10166811,DNMT1,FLJ16293; DNMT; CXXC9; MCMT; MGC104992
11201,ILMN_1760209,15,57067157,57176541,RNF111,DKFZp313E0731; FLJ38008; ARK; DKFZp761D081; DKFZp686H1966
11205,ILMN_1760247,19,6537075,6537124,TNFSF7,CD27L; CD70; CD27LG
11210,ILMN_1760294,19,63108954,63119790,ZNF417,MGC34079
11212,ILMN_1760314,19,51606291,51607907,CCDC8,DKFZP564K0322
11214,ILMN_1760320,1,1706590,1812355,GNB1,
11217,ILMN_1760339,15,88705563,88705612,MGC75360,MGC75360
11218,ILMN_1760361,1,84636803,84653279,DNASE2B,DLAD
11220,ILMN_1760369,1,32600385,32602495,TSSK3,STK22D; STK22C; SPOGA3
11244,ILMN_1760667,1,144167593,144181744,POLR3GL,MGC3200; FLJ34890; flj32422
11245,ILMN_1760676,15,76952227,76977127,MORF4L1,Eaf3; S863-6; MORFRG15; FWP006; MGC10631; MRG15; HsT17725
11253,ILMN_1760728,19,41039650,41049888,KIRREL2,NEPH3; NLG1; DKFZP564A1164; FILTRIN; MGC15718
11259,ILMN_1760798,1,235272128,236063911,RYR2,VTSIP
11263,ILMN_1760858,19,16083490,16105443,RAB8A,RAB8; MEL
11266,ILMN_1760890,1,25999254,26017300,SEPN1,RSS; MDRS1; FLJ24021; RSMD1; SELN
11270,ILMN_1760955,1,242582560,242619016,C1orf100,RP11-518L10.1
11272,ILMN_1760985,1,144124628,144128902,HFE2,HFE2A; MGC23953; RGMC; JH; HJV
11273,ILMN_1760990,15,81907287,82078495,SH3GL3,SH3D2C; EEN-2B-L3; HsT19371; CNSA3; EEN-B2; SH3P13
11281,ILMN_1761049,1,36168906,36294649,EIF2C3,FLJ12765; MGC86946; AGO3
11283,ILMN_1761061,1,18830087,18944010,PAX7,PAX7B; HUP1
11286,ILMN_1761084,1,33100456,33108938,FNDC5,FRCP2
11290,ILMN_1761113,1,37805017,37834109,GNL2,dJ423B22.6; Ngp-1; FLJ40906; NGP1; HUMAUANTIG
11291,ILMN_1761119,21,30724443,30725087,KRTAP13-4,KAP13.4
11292,ILMN_1761120,15,99999580,100010117,TM2D3,BLP2
11295,ILMN_1761147,1,149309704,149359020,GABPB2,NRF2B2; GABPB; E4TF1-47; E4TF1; NRF2B1; E4TF1B; E4TF1-53; BABPB2; GABPB1
11299,ILMN_1761181,1,6507809,6537168,NOL9,FLJ23323
11300,ILMN_1761206,1,99884186,99932823,PALMD,C1orf11; PALML; FLJ20271
11304,ILMN_1761262,15,72969450,72977622,MPI,FLJ39201; PMI; PMI1
11305,ILMN_1761264,1,39729905,39768124,BMP8A,
11306,ILMN_1761275,19,5781637,5790742,FUT6,FT1A
11312,ILMN_1761334,1,233396833,233558155,ARID4B,BCAA; RBP1L1; BRCAA1; RBBP1L1; SAP180; DKFZp313M2420
11313,ILMN_1761348,19,62803065,62811446,ZNF530,KIAA1508
11314,ILMN_1761363,1,169935923,169977837,VAMP4,VAMP24
11322,ILMN_1761463,1,15609020,15629413,EFHD2,MGC4342; RP3-467K16.3
11324,ILMN_1761476,21,37367441,37497283,TTC3,TPRDIII; RNF105; DCRR1; DKFZp686M0150
11333,ILMN_1761560,1,6596332,6606643,PHF13,SPOC1; PHF5; MGC43399
11344,ILMN_1761722,19,60780705,60784023,ZNF579,FLJ35453
11346,ILMN_1761764,19,6323444,6326040,ALKBH7,MGC10974; UNQ6002; SPATA11
11347,ILMN_1761766,1,199108706,199109929,GPR25,
11353,ILMN_1761797,21,44018260,44020687,CSTB,CST6; STFB; PME; EPM1
11354,ILMN_1761804,1,163898073,163934524,ALDH9A1,TMABADH; ALDH9; ALDH7; ALDH4; E3
11355,ILMN_1761820,1,234624303,234714631,EDARADD,
11358,ILMN_1761844,1,31542429,31610370,ZCCHC17,pNO40; PS1D; HSPC251; RP11-266K22.1
11359,ILMN_1761851,19,13178256,13478038,CACNA1A,FHM; CAV2.1; CACNL1A4; SCA6; HPCA; MHP1; APCA; MHP; EA2
11361,ILMN_1761873,1,155982145,156013546,FCRL2,SPAP1B; IFGP4; FCRH2; SPAP1A; SPAP1C; SPAP1; IRTA4
11362,ILMN_1761875,21,39739661,39809294,SH3BGR,21-GARP
11367,ILMN_1761921,1,67545635,67635171,IL12RB2,RP11-102M16.1
11370,ILMN_1761939,15,64420547,64420596,FLJ20516,FLJ20516
11377,ILMN_1761968,19,43433717,43439071,PPP1R14A,CPI-17; CPI17; PPP1INL
11379,ILMN_1761981,15,62151818,62173260,FAM96A,FLJ22875
11384,ILMN_1761999,1,56957066,57057632,C1orf168,FLJ43208; RP4-758N20.2
11389,ILMN_1762046,19,62885189,62892979,ZNF551,MGC52307; DKFZp686H1038
11399,ILMN_1762115,21,33883520,33936094,CRYZL1,QOH-1; 4P11
11400,ILMN_1762139,1,195504031,195714207,CRB1,LCA8; RP12
11404,ILMN_1762170,21,13974706,13974755,LOC441956,
11405,ILMN_1762204,1,245737040,245807613,C1orf150,FLJ41804; RP11-978I15.8; FLJ44728
11408,ILMN_1762225,19,18891494,18900436,DDX49,FLJ10432; R27090_2
11411,ILMN_1762260,19,6628846,6671662,C3,ASP; CPAMD1
11416,ILMN_1762294,1,148797785,148797824,TSRC1,DKFZP434K1772; PP12585; FLJ13544; PP9445; RP11-54A4.3; UNQ2803; PP1396
11417,ILMN_1762303,21,32922944,33022183,SYNJ1,INPP5G
11419,ILMN_1762316,1,1236828,1249909,CPSF3L,RC68; INTS11; FLJ13294; RC-68; CPSF73L; FLJ20542; INT11
11427,ILMN_1762439,19,960650,972141,C19orf6,R32184_3; ASBABP1; MGC4022
11430,ILMN_1762466,15,70765601,70817869,BBS4,
11436,ILMN_1762582,1,149048810,149115815,ARNT,HIF-1beta; HIF1BETA; TANGO; HIF1B
11438,ILMN_1762605,1,172139562,172153096,SERPINC1,ATIII; MGC22579; AT3
11445,ILMN_1762634,1,156701976,156702917,OR10K1,OR1-6
11451,ILMN_1762711,21,44818034,44819676,KRTAP10-4,MGC149546; KRTAP18.4; KRTAP10.4; MGC149545; KAP10.4; KRTAP18-4; KAP18-4
11453,ILMN_1762713,19,7650532,7650581,MCEMP1,
11463,ILMN_1762803,15,54166936,54166957,RFXDC2,FLJ21104; FLJ12994
11468,ILMN_1762876,21,38245598,38415324,DSCR4,DCRB; DSCRB
11473,ILMN_1762932,19,63754746,63758298,CHMP2A,VPS2; VPS2A; CHMP2; BC-2; BC2
11474,ILMN_1762952,1,44171579,44175471,ARTN,EVN; NBN
11477,ILMN_1762993,1,26987073,26997471,PIGV,FLJ20477; RP1-50O24.2
11480,ILMN_1763018,19,48098080,48113883,PSG6,PSG10
11481,ILMN_1763036,1,11788794,11825788,CLCN6,KIAA0046; CLC-6
11491,ILMN_1763162,1,44208240,44211630,DPH2,DPH2L2
11493,ILMN_1763187,19,44308260,44361886,PAK4,
11494,ILMN_1763196,15,51593230,51842367,WDR72,MGC126663; FLJ38736; MGC126665
11497,ILMN_1763207,1,210926551,210926600,SNFT,JUNDM1; BATF3
11499,ILMN_1763228,1,154700146,154737153,MEF2D,DKFZp686I1536
11514,ILMN_1763364,15,81289038,81289087,WHDC1,
11516,ILMN_1763382,1,11840109,11841579,NPPB,BNP
11518,ILMN_1763398,19,14582229,14582278,FLJ45910,
11519,ILMN_1763401,21,46541016,46568217,C21orf58,
11520,ILMN_1763409,1,90059192,90174147,LRRC8D,LRRC5; FLJ20403; FLJ10470
11525,ILMN_1763455,19,59236100,59236146,UNQ3033,MGC119160; MGC119161
11530,ILMN_1763491,15,41672544,41678896,CKMT1B,UMTCK; CKMT1; CKMT
11532,ILMN_1763520,19,53747241,53794495,SULT2B1,HSST2
11535,ILMN_1763537,15,64627590,64644889,LCTL,KLG; KLPH; FLJ33279
11538,ILMN_1763560,19,41071090,41071139,TA-NFKBH,MGC149503; MGC11314
11547,ILMN_1763634,1,10457590,10613400,PEX14,dJ734G22.2; NAPP2
11548,ILMN_1763638,1,93799936,94085294,BCAR3,NSP2; KIAA0554; SH2D3B
11549,ILMN_1763641,19,57208202,57223429,ZNF614,FLJ21941; MGC120638
11550,ILMN_1763654,1,195788008,196011078,DENND1B,RP11-53I24.2; MGC27044; FAM31B
11565,ILMN_1763749,1,42400949,42402982,GUCA2A,GUCA2; GUANYLIN; STARA
11571,ILMN_1763828,1,38047827,38097879,MTF1,MTF-1
11572,ILMN_1763834,19,41051241,41062539,APLP1,APLP
11573,ILMN_1763837,15,88129131,88159076,ANPEP,APN; gp150; CD13; LAP1; PEPN
11580,ILMN_1763883,21,30785653,30786174,KRTAP19-3,GTRHP; KAP19.3
11583,ILMN_1763901,21,38415437,38450475,DSCR8,MTAG2; C21orf65; MMA-1
11586,ILMN_1763941,15,68972041,69129488,LRRC49,FLJ20156
11588,ILMN_1764022,19,40321568,40325853,FXYD1,MGC44983; PLM
11602,ILMN_1764168,1,109090808,109153662,STXBP3,UNC-18C; MUNC18-3; MUNC18C; PSP
11617,ILMN_1764355,19,1348089,1352552,GAMT,TP53I2; PIG2
11619,ILMN_1764364,1,113064712,113071377,FAM19A3,TAFA3; MGC138473; RP11-426L16.6; TAFA-3
11621,ILMN_1764383,19,7493512,7504864,MCOLN1,MSTP080; TRPML1; MLIV; MST080; TRP-ML1; ML4; TRPM-L1
11626,ILMN_1764415,19,42289479,42355468,ZNF585A,FLJ23765
11634,ILMN_1764549,15,23133489,23235221,UBE3A,EPVE6AP; AS; ANCR; HPVE6A; E6-AP
11642,ILMN_1764628,1,23990233,23994614,LYPLA2,DJ886K2.4; APT-2
11645,ILMN_1764694,19,41519350,41519399,KIAA1559,
11647,ILMN_1764714,19,11213497,11213546,LOC55908,PRO1185; PVPA599
11648,ILMN_1764721,21,30557569,30558070,RPL8,
11653,ILMN_1764764,19,1300175,1329427,MUM1,HSPC211; FLJ22283; FLJ14868; MUM-1
11656,ILMN_1764778,1,45822304,45857145,NASP,MGC20372; MGC2297; DKFZp547F162; PRO1999; FLJ35510; FLJ31599; MGC19722; FLB7527
11657,ILMN_1764788,1,12149647,12191863,TNFRSF1B,TNF-R-II; TNFR80; TNF-R75; p75; CD120b; TBPII; TNFBR; p75TNFR; TNFR2
11658,ILMN_1764794,1,35815525,35879730,PSMB2,MGC126885; HC7-I; MGC104215
11659,ILMN_1764795,1,238321604,238711086,FMN2,
11667,ILMN_1764854,19,58652160,58652209,FLJ16231,FLJ35333
11669,ILMN_1764871,21,37361443,37361492,DSCR5,DCRC-S; DCRC; DSRC; PIGP; PIG-P
11670,ILMN_1764873,19,7929458,8415925,ELAVL1,MelG; ELAV1; Hua; HUR
11674,ILMN_1764945,19,2051993,2102556,AP3D1,ADTD; hBLVR
11676,ILMN_1764964,21,33697072,33731698,IFNGR2,IFNGT1; IFGR2; AF-1
11679,ILMN_1764986,1,226712431,226712882,HIST3H2BB,
11680,ILMN_1765000,1,33734342,33734391,ZNF31,ZFP-31; ZNF31; KOX29; ZNF360
11683,ILMN_1765017,21,46342461,46377189,COL6A2,PP3610; DKFZp586E1322
11694,ILMN_1765109,1,6443798,6448855,TNFRSF25,WSL-LR; TNFRSF12; LARD; WSL-1; APO-3; TR3; DDR3; TRAMP; DR3
11697,ILMN_1765132,15,61201072,61221305,LACTB,FLJ14902; G24; MRPL56
11698,ILMN_1765146,21,33524101,33558700,IFNAR2,IFN-alpha-REC; IFNABR; IFNARB; IFN-R
11701,ILMN_1765187,19,54211049,54212159,LHB,hLHB; LSH-B; CGB4
11705,ILMN_1765208,1,180617462,180627964,GLUL,GLNS; GS; PIG43
11716,ILMN_1765287,19,37595300,37595349,MGC35440,
11719,ILMN_1765328,21,46530679,46542093,C21orf57,FLJ46907
11729,ILMN_1765446,19,53520454,53525622,EMP3,YMP
11730,ILMN_1765451,1,113734998,114030068,MAGI3,dJ730K3.2; MGC163281; MAGI-3; RP4-730K3.1
11731,ILMN_1765459,1,151857899,151873192,S100A13,
11732,ILMN_1765460,1,109850970,109853883,AMIGO1,AMIGO
11734,ILMN_1765493,19,45774630,45789141,SHKBP1,Sb1; PP203
11735,ILMN_1765500,21,43186447,43202841,NDUFV3,CI-9KD
11743,ILMN_1765557,1,160219606,160260268,OLFML2B,RP11-227F8.1; MGC51337
11747,ILMN_1765584,19,16632938,16660814,TMEM38A,MGC3169
11748,ILMN_1765605,19,50137335,50144660,APOC4,
11755,ILMN_1765621,1,154978526,154988864,HDGF,DKFZp686J1764; HMG1L2
11758,ILMN_1765649,19,54854642,54860926,IRF3,
11761,ILMN_1765684,19,5630363,5630407,QIL1,
11773,ILMN_1765872,19,43089708,43390849,SIPA1L3,SPAL3
11780,ILMN_1765990,1,213245508,213477059,KCNK2,MGC126742; hTREK-1c; TREK; TPKC1; MGC126744; TREK1; TREK-1
11781,ILMN_1765993,1,46745255,46752471,DMBX1,OTX3; PAXB; MBX
11784,ILMN_1766010,1,33013427,33056220,YARS,CMTDIC; YTS; TYRRS; YRS
11787,ILMN_1766045,1,86942853,86986455,SH3GLB1,dJ612B15.2; Bif-1; KIAA0491; CGI-61
11791,ILMN_1766087,1,246751571,246752521,OR2G6,
11795,ILMN_1766125,19,5643097,5643146,PRSS15,LonHS; hLON; LONP; MGC1498; PRSS15; PIM1; LON
11796,ILMN_1766128,1,6607513,6618219,THAP3,MGC33488
11799,ILMN_1766159,19,256734,256783,KIAA1193,KIAA1193
11803,ILMN_1766176,1,111886363,112057624,RAP1A,RAP1; KREV-1; KREV1; SMGP21
11807,ILMN_1766195,19,8781382,8794565,ZNF558,FLJ30932
11817,ILMN_1766275,1,9634377,9711759,PIK3CD,p110D
11822,ILMN_1766359,1,152043829,152162075,GATAD2B,MGC138285; P66beta; RP11-216N14.6; KIAA1150; FLJ37346; MGC138257
11825,ILMN_1766370,19,48671106,48700927,PHLDB3,FLJ40193
11826,ILMN_1766401,19,9064921,9065862,OR1M1,OR19-6; OR19-5
11835,ILMN_1766544,19,61742129,61759981,ZFP28,MGC104540; KIAA1431; DKFZp686K03205
11840,ILMN_1766613,19,9537292,9556209,ZNF121,ZNF20; ZHC32; D19S204
11850,ILMN_1766729,1,226175320,226202222,WNT9A,MGC138165; MGC141991; WNT14
11872,ILMN_1767020,19,6418219,6432798,DENND1C,FLJ22757; FAM31C
11875,ILMN_1767068,15,64781688,64861377,SMAD6,MADH6; HsT17432; MADH7
11876,ILMN_1767070,1,245485897,245487135,VN1R5,V1RL5
11882,ILMN_1767139,19,19487799,19500007,NDUFA13,CDA016; B16.6; CGI-39; GRIM19; GRIM-19
11883,ILMN_1767142,15,54780489,54780538,SUHW4,ZNF634; MGC61687; MGC21637
11884,ILMN_1767171,1,46845974,46855150,MOBKL2C,MOB3C; MGC26743
11885,ILMN_1767176,21,42946931,43068688,PDE9A,HSPDE9A2
11887,ILMN_1767193,1,205736096,205881732,CR1,C3BR; CD35
11889,ILMN_1767230,1,177601478,177790491,C1orf125,DKFZp686H1423; FLJ25438; FLJ32940; RP11-215I23.2
11901,ILMN_1767343,19,53856617,53856666,LOC126147,
11914,ILMN_1767474,1,119712925,119738274,HAO2,HAOX2; GIG16
11919,ILMN_1767542,15,68960736,68971814,THAP10,
11922,ILMN_1767601,21,28307572,28317143,C21orf94,
11931,ILMN_1767666,19,40213374,40223192,SCN1B,GEFSP1
11934,ILMN_1767690,15,70197808,70220357,SENP8,DEN1; PRSC2; HsT17512; NEDP1
11940,ILMN_1767811,19,62774747,62782055,ZNF416,FLJ20557
11941,ILMN_1767816,15,61356860,61385807,APH1B,PRO1328; TAAV688; APH-1B; DKFZp564D0372; PSFL
11949,ILMN_1767892,1,159986205,159993573,DUSP12,YVH1; DUSP1
11952,ILMN_1767973,19,447490,456340,MADCAM1,MACAM1
11953,ILMN_1767992,15,32309489,32417557,SLC12A6,KCC3B; ACCPN; KCC3A; DKFZP434D2135; KCC3
11956,ILMN_1768020,19,17021745,17021794,NY-SAR-48,MGC20533
11957,ILMN_1768031,19,47394592,47416115,DEDD2,FLAME-3
11970,ILMN_1768127,1,43402440,43410518,EBNA1BP2,P40; NOBP; EBP2
11972,ILMN_1768181,1,177317735,177333653,TOR3A,FLJ22345; ADIR; MGC111104; ADIR2
11983,ILMN_1768301,21,38673819,38955488,ERG,erg-3; p55
11988,ILMN_1768394,1,181859024,181871608,ARPC5,ARC16; dJ127C7.3; p16-Arc
11989,ILMN_1768396,1,1298973,1300443,AURKAIP1,AIP; AKIP; FLJ20608
12009,ILMN_1768577,15,99661657,99847396,PCSK6,PACE4; SPC4
12012,ILMN_1768598,19,59557047,59573977,LAIR1,CD305; LAIR-1
12014,ILMN_1768637,19,60354950,60360912,TNNI3,CMH7; cTnI; TNNC1; MGC116817
12016,ILMN_1768662,1,164063514,164143959,UCK2,UK; TSA903; UMPK
12022,ILMN_1768756,19,39777263,39777308,LOC284402,
12030,ILMN_1768809,19,62822649,62824583,ZNF134,MGC141970; pHZ-15; MGC138499
12034,ILMN_1768819,19,59748249,59748262,FLJ00060,
12035,ILMN_1768820,15,72417153,72447134,CYP11A1,CYP11A; P450SCC
12037,ILMN_1768855,15,78003973,78004022,C15orf37,FLJ33788
12043,ILMN_1768900,19,44426033,44427609,IL28B,IFNL3; IL-28B; IL28C
12046,ILMN_1768922,19,42001273,42001322,MGC62100,FLJ20350
12048,ILMN_1768930,19,60857228,60877893,U2AF2,U2AF65
12053,ILMN_1768958,15,36567590,36644224,RASGRP1,V; CALDAG-GEFI; CALDAG-GEFII; MGC129999; RASGRP; MGC129998; hRasGRP1
12054,ILMN_1768962,19,15351859,15390799,AKAP8L,HAP95; NAKAP95; DKFZp434L0650; NAKAP
12055,ILMN_1768969,1,223655828,223683142,LBR,PRO0650; PHA; MGC9041; LMN2R; DHCR14B
12056,ILMN_1768973,1,148125149,148125585,HIST2H2AC,H2AFQ; MGC74460; H2A; H2A/q; H2A-GL101
12058,ILMN_1768994,21,10119509,10119517,BAGE,BAGE1
12062,ILMN_1769018,19,1432427,1441407,PCSK4,SPC5; MGC34749; DKFZp434B217; PC4
12063,ILMN_1769027,1,149290073,149298749,CDC42SE1,SCIP1; SPEC1
12064,ILMN_1769031,1,11089179,11245176,FRAP1,RAPT1; FLJ44809; MTOR; FRAP; FRAP2; RAFT1
12069,ILMN_1769092,1,36560387,36560436,C1orf78,RP11-268J15.2; FLJ10647
12070,ILMN_1769099,19,19837714,19865292,ZNF253,FLJ90391; ZNF411; BMZF1; BMZF-1
12076,ILMN_1769143,21,34658193,34665307,KCNE2,MGC138292; LQT5; MIRP1; LQT6
12078,ILMN_1769158,19,60656168,60664824,ISOC2,
12082,ILMN_1769201,1,200243696,200251760,ELF3,ESX; ESE-1; EPR-1; ERT
12085,ILMN_1769229,15,78040290,78050698,BCL2A1,GRS; ACC-1; HBPA1; BFL1; ACC-2; BCL2L5
12091,ILMN_1769299,1,148167168,148176876,MTMR11,CRA; RP11-212K13.1
12094,ILMN_1769374,1,246409911,246410954,OR2M2,OST423; OR2M2Q
12097,ILMN_1769385,1,196148244,196168344,LHX9,
12105,ILMN_1769451,19,15086789,15097577,ILVBL,FLJ39061; 209L8; AHAS; MGC19535; MGC1269; ILV2H
12107,ILMN_1769471,21,46541016,46568217,C21orf58,
12115,ILMN_1769540,15,82886447,82886496,FLJ43276,
12118,ILMN_1769547,1,54132449,54149347,DIO1,5DI; MGC130050; MGC130051; TXDI1
12122,ILMN_1769563,1,113267679,113267728,AFARP1,
12133,ILMN_1769684,1,151025314,151027523,LCE1E,LEP5
12145,ILMN_1769782,1,202000960,202012101,LAX1,FLJ20340; LAX
12151,ILMN_1769839,1,62449711,62449760,ECAT11,ECAT11; FLJ10884; MGC133253; RP5-1155K23.3
12152,ILMN_1769869,1,149437652,149488629,PIP5K1A,
12157,ILMN_1769902,19,60465520,60483291,HSPBP1,
12162,ILMN_1769925,15,60148308,60148357,NLF1,
12164,ILMN_1769931,1,35421790,35431322,SFPQ,POMP100; PSF
12167,ILMN_1769961,19,43394217,43406628,DPF1,neuro-d4; MGC150429; MGC150428; NEUD4
12172,ILMN_1770014,1,41022271,41076947,KCNQ4,DFNA2; KV7.4
12179,ILMN_1770048,1,101227773,101263950,DPH5,CGI-30
12181,ILMN_1770085,1,201541287,201545348,BTG2,PC3; TIS21; MGC126064; MGC126063
12199,ILMN_1770290,19,977298,990060,CNN2,
12202,ILMN_1770307,1,155052166,155118266,NTRK1,MTC; TRK; TRK1; TRKA; p140-TrkA; DKFZp781I14186
12207,ILMN_1770356,19,568223,584568,POLRMT,MTRPOL; APOLMT; h-mtRPOL
12211,ILMN_1770387,19,2340784,2377086,TMPRSS9,FLJ16193
12212,ILMN_1770388,15,40238192,40287794,VPS39,hVam6p; TLP; KIAA0770
12215,ILMN_1770412,1,110328831,110374500,AHCYL1,XPVKONA; PRO0233; IRBIT; DCAL
12221,ILMN_1770451,19,1803398,1814564,KLF16,BTEB4; DRRF; NSLP2
12229,ILMN_1770553,15,76952227,76977127,MORF4,CSR; SEN1; SEN; CSRB
12230,ILMN_1770576,1,220990275,220990324,FLJ43505,
12231,ILMN_1770591,1,25561328,25629270,RHCE,RHC; RHPI; Rh4; RHIXB; RhVI; RH30A; CD240CE; RH; MGC103977; RHE; RhIVb(J); RhVIII
12233,ILMN_1770629,19,54624470,54636596,SLC17A7,VGLUT1; BNPI
12234,ILMN_1770634,19,58358364,58388431,ZNF665,FLJ14345; ZFP160L
12247,ILMN_1770711,1,12046021,12126851,TNFRSF8,CD30; KI-1; D1S166E
12254,ILMN_1770768,1,158846513,158883493,SLAMF1,CDw150; CD150; SLAM
12258,ILMN_1770800,1,53300442,53323762,PODN,SLRR5A; PCAN; MGC24995
12259,ILMN_1770803,15,57738637,57769025,BNIP2,BNIP-2; NIP2
12264,ILMN_1770857,1,200826347,200946168,SYT2,SytII
